,time,type,y
371,2022/05/25,L2_TUEN_MUN_in,282.0
372,2022/05/26,L2_TUEN_MUN_in,278.0
373,2022/05/27,L2_TUEN_MUN_in,218.0
374,2022/05/28,L2_TUEN_MUN_in,171.0
375,2022/05/29,L2_TUEN_MUN_in,65.0
376,2022/05/30,L2_TUEN_MUN_in,186.0
377,2022/05/31,L2_TUEN_MUN_in,246.0
378,2022/05/18,L2_TUEN_MUN_out,21.0
379,2022/05/19,L2_TUEN_MUN_out,31.0
380,2022/05/20,L2_TUEN_MUN_out,28.0
381,2022/05/21,L2_TUEN_MUN_out,27.0
382,2022/05/22,L2_TUEN_MUN_out,34.0
383,2022/05/23,L2_TUEN_MUN_out,24.0
384,2022/05/24,L2_TUEN_MUN_out,18.0
385,2022/05/25,L2_TUEN_MUN_out,20.0
386,2022/05/26,L2_TUEN_MUN_out,17.0
387,2022/05/27,L2_TUEN_MUN_out,17.0
388,2022/05/28,L2_TUEN_MUN_out,23.0
389,2022/05/29,L2_TUEN_MUN_out,27.0
390,2022/05/30,L2_TUEN_MUN_out,14.0
391,2022/05/31,L2_TUEN_MUN_out,12.0
392,2022/05/18,L2_WAN_CHAI_in,573.0
393,2022/05/19,L2_WAN_CHAI_in,512.0
394,2022/05/20,L2_WAN_CHAI_in,742.0
395,2022/05/21,L2_WAN_CHAI_in,114.0
396,2022/05/22,L2_WAN_CHAI_in,666.0
397,2022/05/23,L2_WAN_CHAI_in,516.0
398,2022/05/24,L2_WAN_CHAI_in,848.0
399,2022/05/25,L2_WAN_CHAI_in,646.0
400,2022/05/26,L2_WAN_CHAI_in,560.0
401,2022/05/27,L2_WAN_CHAI_in,191.0
402,2022/05/28,L2_WAN_CHAI_in,133.0
403,2022/05/29,L2_WAN_CHAI_in,974.0
404,2022/05/30,L2_WAN_CHAI_in,494.0
405,2022/05/31,L2_WAN_CHAI_in,812.0
406,2022/05/18,L2_WAN_CHAI_out,40.0
407,2022/05/19,L2_WAN_CHAI_out,49.0
408,2022/05/20,L2_WAN_CHAI_out,1002.0
409,2022/05/21,L2_WAN_CHAI_out,35.0
410,2022/05/22,L2_WAN_CHAI_out,869.0
411,2022/05/23,L2_WAN_CHAI_out,46.0
412,2022/05/24,L2_WAN_CHAI_out,741.0
413,2022/05/25,L2_WAN_CHAI_out,57.0
414,2022/05/26,L2_WAN_CHAI_out,39.0
415,2022/05/27,L2_WAN_CHAI_out,37.0
416,2022/05/28,L2_WAN_CHAI_out,28.0
417,2022/05/29,L2_WAN_CHAI_out,1628.0
